Number,Brand,Product_Name,Prices,Category
486,LENOVO,"LENOVO ThinkVision S27i-10 27"" Full HD 1920 x 1080 4ms VGA HDMI Anti-Glare LED Backlit IPS Monitor","4,690.00",MONITOR
487,ASUS,"ASUS ZenScreen MB16ACM 15.6"" Full HD 1920 x 1080 USB Type-C Portable USB Monitor, Hybrid Signal Solution, USB Type-C, Flicker Free, Blue Light Filter, Anti-glare Surface","4,611.08",MONITOR
488,ASUS,"ASUS PRO C624AQH 23.8"" Full HD 1920x1080 IPS DP HDMI DVI VGA Ergonomic Back-lit LED Monitor 250 cd/m2 ASCR 100,000,000:1 (1.000:1)","9,192.15",MONITOR
489,Dell,"Dell P2720D 27"" 2560x1440 LED QHD IPS 5ms 60Hz Display Monitor","4,674.46",MONITOR
490,Dell,"Dell C5518QT 55"" Inch Class UHD IPS LED Touchscreen Display Monitor for Office Meetings (Renewed) Advanced Bundle w/ Screen Cleaning Kit, 2-Ethernet Cables, 2-HDMI Cables & Surge Protector","9,391.45",MONITOR
491,Dell,"Dell 27"" 16:9 Ultrathin Bezel IPS Monitor With Privacy Screen Filter","9,323.68",MONITOR
492,ACER,"ACER Predator XB240H Black 24"" 1ms HDMI LED Backlight LCD/LED Monitor 350 cd/m2 Contrast Ratio (Native): 1,000:1 Contrast Ratio Max (ACM): 100,000,000:1","3,935.56",MONITOR
493,ACER,"ACER K222HQL 21.5"" LED LCD Monitor - 16:9 - 5 ms",829.05,MONITOR
494,LENOVO,"LENOVO ThinkVision E2054 19.5"" VGA 7ms 1440x900 LED Backlit LCd Monitor","1,590.23",MONITOR
495,Dell,"Dell C5518QT 55"" Inch Class UHD IPS LED Touchscreen Display Monitor for Office Meetings (Renewed) Best Value Bundle w/ Screen Cleaning Kit, Microfiber Cleaning Cloth & All Manufacturer Accessories","1,735.88",MONITOR
496,ACER,"ACER BM270 bmiipphuzx 27"" 4K UHD LED LCD Monitor - 16:9 - 4 ms GTG","3,435.08",MONITOR
497,ACER,"ACER EB321HQ 31.5"" LED LCD Monitor - 16:9 - 4 ms GTG","2,368.43",MONITOR
498,LENOVO,LENOVO ThinkVision T1714p 60FELAR1US UPS Battery,"8,648.38",MONITOR
499,LENOVO,"LENOVO ThinkVision T2224d 21.5"" Full HD VGA DP 4ms In-Plane Switching Panel LED Backlit LCD Monitor","4,002.12",MONITOR
500,ACER,"ACER K272HL 27"" LED LCD Monitor - 16:9 - 4 ms GTG","3,530.33",MONITOR
501,Dell,"Dell UltraSharp U2419HC 23.8"" Full HD 1920 x 1080 60Hz 5ms DisplayPort, HDMI, USB Type-C Height Tilt Swivel Pivot Adjustable USB Hub LED Backlit IPS LCD Monitor","19,736.67",MONITOR
502,LENOVO,"LENOVO L27i-28 65E0KCC1US 27"" 1920 x 1080 4ms D-Sub, HDMI IPS Monitors","7,922.98",MONITOR
503,ACER,"ACER B247Y bmiprx UM.QB7AA.003 23.8"" Full HD 1920 x 1080 4 ms GTG D-Sub, HDMI, DisplayPort Built-in Speakers IPS Monitor","2,816.86",MONITOR
504,Dell,"Dell UltraSharp 27"" Monitor U2719D QHD 2560x1440 Monitor With HDMI Cable","5,827.14",MONITOR
505,LENOVO,"LENOVO ThinkVision P27u 27"" 4K UHD 3840x2160 4ms 60Hz HDMI DisplayPort USB-C In-Planel Switching Panel LED Backlight IPS Monitor","4,289.11",MONITOR
506,Dell,"Dell P2418HZM Video Conferencing 16:9 IPS monitor, 1920x1080P, 1000:1, 6ms (GTG), 250 cd/m2, HDMI, VGA, DP, LED-backlit, Pivot, Swivel, Tilt, Height adjustable","1,424.22",MONITOR
507,ACER,"ACER Z271T bmiphzx Black / Orange 27"" 4ms (GTG) HDMI Widescreen LED Backlight LCD Gaming Monitor 144 Hz G-sync 300 cd/m2 ACM 100,000,000:1 (3,000:1)","11,856.25",MONITOR
508,ACER,"ACER VA240H 24"" LED LCD Monitor - 16:9 - 5 ms","1,545.79",MONITOR
509,Dell,"Dell C5519Q 55"" Inch Class 4K UHD LED Commercial Display Monitor for Office Meetings Best Value Bundle w/ Screen Cleaning Kit, Microfiber Cleaning Cloth, All Manufacturer Accessories & More","5,220.24",MONITOR
510,Dell,"Dell C5519Q 55"" 3840 x 2160 (4K) 8 ms 4K Conference Room Monitor","1,169.33",MONITOR
511,ASUSPRO,"ASUSPRO C622AQH 21.5"" Full HD 1080p IPS Ergonomic Back-lit LED Monitor with DP HDMI VGA and DVI","2,302.51",MONITOR
512,ACER,"ACER XV272 P 27"" NITRO XV2 LED LCD Monitor - 16:9 - 1 ms VRB - 1920 x 1080 - 16.7 Million Colors - 400 Nit - Native, 400 Nit - Peak (HDR Mode) - Full HD - Speakers - HDMI - DisplayPort - USB - Black","3,891.53",MONITOR
513,BenQ,"BenQ BL2480 24"" (Actual size 23.8"") Full HD 1920 x 1080 60Hz 5ms VGA HDMI DisplayPort Built-in Speakers Eye-Care Technology Slim Bezel LED Backlit IPS LCD Monitor",516.53,MONITOR
514,SAMSUNG,"SAMSUNG SE450 Series S24E450D 24"" Full HD 1920 x 1080 5ms VGA DVI DisplayPort Flicker-Free Eye Saver Mode Mega Dynamic Contrast Ratio LED Backlit LCD Monitor","7,102.03",MONITOR
515,ACER,"ACER UM.HB7AA.001 B277 Bmiprzx - Led Monitor - 27 Inch - 1920 X 1080 Full Hd (1080P) - Ips - 250 Cd/M2 - 1000:1 - 4 Ms - Hdmi, Vga, Displayport - Speakers - Black",792.23,MONITOR
516,ASUS,"ASUS ZenScreen GO MB16AP Portable USB Monitor - 15.6-inch, Full HD, Built-in Battery, Hybrid Signal Solution, USB Type-C, Flicker Free, Blue Light Filter","2,420.48",MONITOR
517,ACER,"ACER CZ340CK bmiippphx UM.CC0AA.001 34"" UW-QHD 3440 x 1440 5 ms 75 Hz HDMI, DisplayPort Built-in Speakers Curved LCD/LED Monitor","1,410.12",MONITOR
518,ASUS,"ASUS ProArt PA27AC Grey 27"" 5ms (GTG) WQHD 2560x1440 HDR-10 100% sRGB TB3 DP 1.2 HDMI 2.0a ProArt Monitor with Eye Care","2,302.77",MONITOR
519,SAMSUNG,"SAMSUNG 49"" 3840x1080 144hz Curved VA Panel Model C49HG90DMN","4,051.88",MONITOR
520,ACER,"ACER XZ271U Abmiiphzx 27"" Quad HD 2560 x 1440 2K up to 0.5ms Response Time 14...","1,262.66",MONITOR
521,MSI,"MSI Optix AG32C 32"" Red LED Non-Glare Super Narrow Bezel 1ms Response Full HD...",441.85,MONITOR
522,MSI,"MSI Optix MAG272QR 27"" WQHD 2560 x 1440 (2K) 1 ms 165 Hz HDMI, DisplayPort, U...","11,725.07",MONITOR
523,MSI,"MSI Optix MAG27C 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz DVI, H...","14,657.07",MONITOR
524,SAMSUNG,"SAMSUNG 49"" 3840x1080 144hz Curved VA Panel Model C49HG90DMN","14,627.06",MONITOR
525,Dell,"Dell P2417H 23.8"" 16:9 IPS Monitor With 1 - Belkin PSUStrip and 5 HDMI Cables - 5 Pack","14,802.92",MONITOR
526,BenQ,"BenQ SW240 24"" (Actual size 24.1"") WUXGA 1920 x 1200 5ms (GTG) 60 Hz DVI, HDMI, DisplayPort LCD/LED Monitor","22,931.58",MONITOR
527,Dell,"Dell P2319H 23"" 16:9 IPS  Monitor With 1 - Belkin PSUStrip and 5 HDMI Cables - 5 Pack","11,847.11",MONITOR
528,ACER,"ACER B206HQL Bympr 20"" (Actual size 19.5"") Full HD 1920x1080 5ms VGA DisplayPort Built-in Speakers Backlit LED LCD Monitor",432.79,MONITOR
529,Dell,"Dell E2418HN 24"" LED-Backlit LCD Monitor - 16:9, 1920 x 1080, 250 Nit, 1,000:1, Full HD, Anti-Glare, HDMI, VGA","23,127.00",MONITOR
530,SAMSUNG,"SAMSUNG S27E330H 27"" FHD 1920x1080 Monitor 1ms (GTG) D-Sub, HDMI 300 cd/m2","23,096.93",MONITOR
531,ASUS,"ASUS C624BQH Business Monitor - 24 inch (24.1 inch viewable) 16:10 (1920x1200), IPS, Mini-PC Mount Kit, Flicker free, Low Blue Light, Ergonomic Stand, HDMI","13,776.97",MONITOR
532,ACER,"ACER ProDesigner PE320QK bmiipruzx UM.JP0AA.001 31.5"" UHD 3840 x 2160  4ms HDMI Widescreen LED Backlight LCD/LED Monitor","18,361.79",MONITOR
533,Dell,"Dell E2016HV Black 20"" LCD TN Monitor, 1600 x 900, 600:1, 200cd/m2, D-Sub, VESA Mountable","18,493.32",MONITOR
534,ACER,"ACER B226HQL 21.5"" LED LCD Monitor - 16:9 - 5 ms","22,942.85",MONITOR
535,Dell,"Dell 27"" 16:9 Ultrathin Bezel IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)","13,893.47",MONITOR
536,Dell,"Dell 27"" 16:9 Ultrathin Bezel IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)",807.33,MONITOR
537,Dell,"Dell C7017T 70"" Inch Class Full HD Commercial Touchscreen LED Display Monitor for Office Meetings Best Value Bundle w/ Screen Cleaning Kit, Microfiber Cleaning Cloth & All Manufacturer Accessories","2,922.76",MONITOR
538,Dell,"Dell 27"" 16:9 Ultrathin Bezel IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)","1,153.68",MONITOR
539,Dell,"Dell 27"" 16:9 Ultrathin Bezel IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",881.41,MONITOR
540,Dell,"Dell UP3216Q 31.5"" 16:9 UltraSharp 4K UHD IPS Monitor With HDMI Cable","4,166.73",MONITOR
541,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (2-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",881.41,MONITOR
542,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (1-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","1,153.68",MONITOR
543,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","1,506.94",MONITOR
544,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",676.41,MONITOR
545,Dell,"Dell UP3216Q 31.5-Inch 16:9 UltraSharp 4K UHD IPS Monitor (UP3216Q)  - 1 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)","1,860.19",MONITOR
546,Dell,"Dell UP3216Q 31.5-Inch 16:9 UltraSharp 4K UHD IPS Monitor (UP3216Q)  - 2 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)","3,340.86",MONITOR
547,Dell,"Dell UP3216Q 31.5"" 16:9 UltraSharp 4K UHD IPS Dual Monitor Set with 1 - Belkin PSUStrip and 2 - HDMI Cables","3,269.46",MONITOR
548,Dell,"Dell UP3017 30-Inch 16:10 IPS Monitor (UP3017)  - 1 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)","1,155.18",MONITOR
549,Dell,"Dell 23.8"" 16:9 Ultrathin Bezel IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)","3,652.82",MONITOR
550,Dell,"Dell 23.8"" 16:9 Ultrathin Bezel IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)","4,302.21",MONITOR
551,Dell,"Dell UltraSharp 27"" 16:9 IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)","2,851.10",MONITOR
552,Dell,"Dell UltraSharp 27"" 16:9 IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",851.76,MONITOR
553,Dell,"Dell 23.8"" 16:9 Ultrathin Bezel IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)","1,897.77",MONITOR
554,Dell,"Dell UltraSharp 27"" 16:9 IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)","4,464.52",MONITOR
555,Dell,"Dell 23.8"" 16:9 Ultrathin Bezel IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)","1,234.32",MONITOR
556,Dell,"Dell 23.8"" 16:9 IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)","1,418.37",MONITOR
557,Dell,"Dell UP3017 30-Inch 16:10 IPS Monitor (UP3017)   - 5 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)","2,511.28",MONITOR
558,Dell,"Dell UP3017 30-Inch 16:10 IPS Monitor (UP3017)    - 2 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)","1,972.93",MONITOR
559,Dell,"Dell UltraSharp 27 27"" 16:9 InfinityEdge IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)","4,457.00",MONITOR
560,ACER,"ACER XZ271U Abmiiphzx 27"" Quad HD 2560 x 1440 2K up to 0.5ms Response Time 14...","2,591.81",MONITOR
561,MSI,"MSI Optix AG32C 32"" Red LED Non-Glare Super Narrow Bezel 1ms Response Full HD...","2,670.47",MONITOR
562,MSI,"MSI Optix MAG272QR 27"" WQHD 2560 x 1440 (2K) 1 ms 165 Hz HDMI, DisplayPort, U...","1,338.96",MONITOR
563,MSI,"MSI Optix MAG27C 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz DVI, H...","2,442.18",MONITOR
564,Dell,"Dell 23.8"" 16:9 IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)","3,447.01",MONITOR
565,Dell,"Dell UltraSharp 27 27"" 16:9 InfinityEdge IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)","1,715.47",MONITOR
566,Dell,"Dell UltraSharp 27 27"" 16:9 InfinityEdge IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)","2,284.15",MONITOR
567,Dell,"Dell UP3017 30-Inch 16:10 IPS Monitor (UP3017)   - 3 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)","5,765.04",MONITOR
568,Dell,"Dell 23"" 16:9 IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",678.84,MONITOR
569,Dell,"Dell UltraSharp 27"" 16:9 IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)","3,414.66",MONITOR
570,Dell,"Dell 23.8"" 16:9 IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)","3,863.20",MONITOR
571,Dell,"Dell 23"" 16:9 IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)","15,400.45",MONITOR
572,Dell,"Dell 23"" 16:9 IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)","3,470.95",MONITOR
573,Dell,"Dell P2219H 21.5-Inch 16:9 Ultrathin Bezel IPS Monitor No Stand (P2219HNS)  - 1 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)","2,957.54",MONITOR
574,Dell,"Dell UltraSharp 27 27"" 16:9 InfinityEdge IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)","6,066.18",MONITOR
575,Dell,"Dell 23"" 16:9 IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",450.92,MONITOR
576,Dell,"Dell P2219H 21.5-Inch 16:9 Ultrathin Bezel IPS Monitor No Stand (P2219HNS)  - 5 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)","1,192.93",MONITOR
577,Dell,"Dell P2219H 21.5-Inch 16:9 Ultrathin Bezel IPS Monitor No Stand (P2219HNS) - 3 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)","15,535.74",MONITOR
578,Dell,"Dell 23.8"" 16:9 IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)","1,446.81",MONITOR
579,BenQ,"BenQ PV270 27"" 2K/QHD Video Post-Production IPS Monitor, 96% DCI-P3, 99% AdobeRGB, 100% Rec.709, Brightness Uniformity","1,234.32",MONITOR
580,ACER,"ACER B7 Series CB271H Abmidr (UM.QB7AA.001) Black 23.8"" 4ms (GTG) HDMI Widescreen LED Backlight LCD/LED Monitor",826.32,MONITOR
581,ACER,"ACER V246HQL 23.6"" LED LCD Monitor - 16:9 - 5 ms","3,912.09",MONITOR
582,Dell,"Dell U3419W 34"" 21:9 UltraSharp Curved IPS LCD Computer Monitor  (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","3,010.16",MONITOR
583,Dell,"Dell UltraSharp 34"" 21:9 Curved IPS Monitor with Universal Screen Cleaner (5 Pack)",468.95,MONITOR
584,Dell,"Dell U3419W 34"" 21:9 UltraSharp Curved IPS LCD Computer Monitor  (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","2,295.88",MONITOR
585,Dell,"Dell U3419W 34"" 21:9 UltraSharp Curved IPS LCD Computer Monitor  (5-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","1,465.60",MONITOR
586,Dell,"Dell UP3216Q 31.5"" 16:9 UltraSharp 4K UHD IPS Monitor - 5 Pack","3,582.04",MONITOR
587,Dell,"Dell U3419W 34"" 21:9 UltraSharp Curved IPS LCD Computer Monitor  (4-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","4,320.64",MONITOR
588,Dell,Dell 22-Inch Monitor DELL-E2218HN Monitor,"8,785.97",MONITOR
589,Dell,"Dell UP3216Q 31.5"" 16:9 UltraSharp 4K UHD IPS Monitor With 1 - Belkin PSUStrip and 5 HDMI Cables - 5 Pack","1,747.79",MONITOR
590,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (5-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","1,744.40",MONITOR
591,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","5,900.08",MONITOR
592,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","2,089.43",MONITOR
593,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (4-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","1,234.32",MONITOR
594,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","19,395.25",MONITOR
595,Dell,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (3-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","1,312.98",MONITOR
596,LENOVO,"LENOVO ThinkVision T22v 21.5"" LED LCD Monitor - 16:9 - 6 ms - 1920 x 1080 - 250 Nit - 1,000:1 - Full HD - Speakers - Webcam - HDMI - VGA - DisplayPort - USB - 43 W - Black - TCO Certified Edge Di","7,215.41",MONITOR
597,Dell,"Dell UltraSharp U3419W 34"" Curved USB-C Monitor, IPS, 3440x1440 UWQHD, 5ms (GTG), 2xHDMI, DP, USB 3.0, USB Type-C, Tilt, Swivel, Height adjustable",770.36,MONITOR
598,Dell,"Dell E2216HV 22"" 16:9 Widescreen LED Backlit LCD (Renewed) Computer Monitor (3-Pack) Essentials Bundle with Surge Protector and LCD Screen Cleaning Kit","2,010.34",MONITOR
599,Dell,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","2,419.17",MONITOR
600,ACER,"ACER XZ271U Abmiiphzx 27"" Quad HD 2560 x 1440 2K up to 0.5ms Response Time 14...","2,805.50",MONITOR
601,MSI,"MSI Optix AG32C 32"" Red LED Non-Glare Super Narrow Bezel 1ms Response Full HD...","1,252.70",MONITOR
602,MSI,"MSI Optix MAG272QR 27"" WQHD 2560 x 1440 (2K) 1 ms 165 Hz HDMI, DisplayPort, U...","2,708.09",MONITOR
603,MSI,"MSI Optix MAG27C 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz DVI, H...",960.18,MONITOR
604,Dell,"Dell P2719H 27"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","3,652.82",MONITOR
605,Dell,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",379.1,MONITOR
606,Dell,"Dell E2216HV 22"" 16:9 Widescreen LED Backlit LCD (Renewed) Computer Monitor (3-Pack) Essentials Bundle with Surge Protector and LCD Screen Cleaning Kit","2,541.31",MONITOR
607,Dell,"Dell E2216HV 22"" 16:9 Widescreen LED Backlit LCD (Renewed) Computer Monitor (4-Pack) Essentials Bundle with Surge Protector and LCD Screen Cleaning Kit","11,672.46",MONITOR
608,Dell,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","1,089.79",MONITOR
609,Dell,"Dell E2216HV 22"" 16:9 Widescreen LED Backlit LCD (Renewed) Computer Monitor (5-Pack) Essentials Bundle with Surge Protector and LCD Screen Cleaning Kit","1,312.98",MONITOR
610,Dell,"Dell P2419H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","2,750.48",MONITOR
611,Dell,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","1,046.22",MONITOR
612,Dell,"Dell P2219H 22"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","19,241.17",MONITOR
613,Dell,"Dell U2717D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","1,999.51",MONITOR
614,Dell,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","4,992.58",MONITOR
615,Dell,"Dell P2219H 22"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","4,992.58",MONITOR
616,Dell,"Dell P2719H 27"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",888.88,MONITOR
617,Dell,"Dell P2418HZM 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","4,857.44",MONITOR
618,Dell,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","6,066.18",MONITOR
619,Dell,"Dell U2717D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","2,126.62",MONITOR
620,Dell,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","6,066.18",MONITOR
621,Dell,"Dell P2719H 27"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","2,944.88",MONITOR
622,Dell,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","1,834.13",MONITOR
623,Dell,"Dell U2719D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (3-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","3,652.82",MONITOR
624,Dell,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","4,340.51",MONITOR
625,Dell,"Dell P2419H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","11,555.96",MONITOR
626,Dell,"Dell P2419H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","4,857.44",MONITOR
627,Dell,"Dell U2717D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","1,778.60",MONITOR
628,Dell,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","1,447.74",MONITOR
629,Dell,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",959.97,MONITOR
630,Dell,"Dell P2219H 22"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","1,095.40",MONITOR
631,Dell,"Dell U2719D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",416.42,MONITOR
632,Dell,"Dell P2219H 22"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","2,722.98",MONITOR
633,Dell,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",754.19,MONITOR
634,Dell,"Dell UP3017 30"" 16:10 2K UltraSharp Backlit IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","2,825.10",MONITOR
635,Dell,"Dell UP3017 30"" 16:10 2K UltraSharp Backlit IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office","4,701.28",MONITOR
636,Dell,"Dell P2719H 27"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (4-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","2,847.35",MONITOR
637,Dell,"Dell P2418HZM 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (3-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit","3,942.78",MONITOR
